"Case Number";"Season";"Year";"Type";"Country";"Area";"Sex";"Fatal (Y/N)";"Species";"original order"
"2009.04.17.";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5168
"2009.04.19";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5169
"2009.04.21";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5171
"2009.04.25.R";"Spring";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5172
"2009.04.28";"Spring";"2009";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5173
"2009.05.16.a";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5176
"2009.05.16.b";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5177
"2009.05.17";"Spring";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5178
"2009.05.25";"Spring";"2009";"Provoked";"USA";"Florida";"M";"N";"Unknown";5179
"2009.07.04";"Summer";"2009";"Provoked";"USA";"Florida";"F";"N";"Nurse Shark";5188
"2009.07.05";"Summer";"2009";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5189
"2009.07.11.a";"Summer";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5191
"2009.07.22.a";"Summer";"2009";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5194
"2009.07.22.b";"Summer";"2009";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5195
"2009.07.24.b";"Summer";"2009";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";5197
"2009.08.01";"Summer";"2009";"Unprovoked";"USA";"Louisiana";"M";"N";"Bull Shark";5202
"2009.08.06";"Summer";"2009";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5203
"2009.08.10";"Summer";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5204
"2009.08.25";"Summer";"2009";"Unprovoked";"USA";"California";"F";"N";"White Shark";5206
"2009.08.30";"Summer";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5208
"2009.09.12";"Fall";"2009";"Invalid";"USA";"North Carolina";"M";"Y";"Not Shark";5212
"2009.09.26";"Fall";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5216
"2009.10.09";"Fall";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5218
"2009.10.19";"Fall";"2009";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5222
"2009.10.24";"Fall";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5223
"2009.11.05";"Fall";"2009";"Unprovoked";"USA";"California";"M";"N";"Unknown";5227
"2009.11.11";"Fall";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5229
"2009.11.13";"Fall";"2009";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5230
"2009.11.16.a";"Fall";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5231
"2009.11.16.b";"Fall";"2009";"Unprovoked";"USA";"California";"M";"N";"Thresher Shark";5232
"2009.11.24";"Fall";"2009";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5233
"2009.12.06";"Winter";"2009";"Provoked";"USA";"New Jersey";"M";"N";"Sand Tiger Shark";5235
"2010.01.06";"Winter";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5247
"2010.02.03";"Winter";"2010";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";5258
"2010.02.06.a";"Winter";"2010";"Provoked";"USA";"Florida";"M";"N";"Spinner Shark";5260
"2010.04.19";"Spring";"2010";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5271
"2010.04.28";"Spring";"2010";"Provoked";"USA";"Florida";"M";"N";"Lemon Shark";5272
"2010.05.01";"Spring";"2010";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5273
"2010.05.30";"Spring";"2010";"Provoked";"USA";"Florida";"M";"N";"Lemon Shark";5278
"2010.06.00";"Summer";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5279
"2010.06.10";"Summer";"2010";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5281
"2010.06.25.a";"Summer";"2010";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5283
"2010.06.25.b";"Summer";"2010";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";5284
"2010.06.27";"Summer";"2010";"Unprovoked";"USA";"Texas";"M";"N";"Bull Shark";5285
"2010.07.02.a";"Summer";"2010";"Unprovoked";"USA";"California";"M";"N";"Unknown";5286
"2010.07.02.b";"Summer";"2010";"Unprovoked";"USA";"California";"M";"N";"Unknown";5287
"2010.07.03";"Summer";"2010";"Provoked";"USA";"New York";"M";"N";"Blue Shark";5288
"2010.07.11";"Summer";"2010";"Provoked";"USA";"Florida";"M";"N";"Nurse Shark";5290
"2010.07.16.a";"Summer";"2010";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5291
"2010.07.17.a";"Summer";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Spinner Shark";5293
"2010.07.17.b";"Summer";"2010";"Unprovoked";"USA";"North Carolina";"F";"N";"Sand Tiger Shark";5294
"2010.07.19";"Summer";"2010";"Unprovoked";"USA";"South Carolina";"M";"N";"Blacktip Shark";5295
"2010.07.23";"Summer";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5296
"2010.07.25";"Summer";"2010";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5297
"2010.08.02.a";"Summer";"2010";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5298
"2010.08.02.b";"Summer";"2010";"Boating";"USA";"California";"M";"N";"White Shark";5299
"2010.08.07.b";"Summer";"2010";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5302
"2010.08.14";"Summer";"2010";"Boating";"USA";"California";"M";"N";"White Shark";5306
"2010.08.18";"Summer";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5308
"2010.09.03.a";"Fall";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5311
"2010.09.03.b";"Fall";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5312
"2010.09.04";"Fall";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5313
"2010.09.07";"Fall";"2010";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5315
"2010.09.24";"Fall";"2010";"Unprovoked";"USA";"Virginia";"M";"N";"Unknown";5318
"2010.09.27";"Fall";"2010";"Unprovoked";"USA";"Oregon";"M";"N";"White Shark";5319
"2010.10.22";"Fall";"2010";"Unprovoked";"USA";"California";"M";"Y";"White Shark";5325
"2010.10.23.b";"Fall";"2010";"Unprovoked";"USA";"Maine";"M";"N";"Porbeagle Shark";5327
"2010.10.28";"Fall";"2010";"Unprovoked";"USA";"Oregon";"M";"N";"Unknown";5329
"2010.11.19";"Fall";"2010";"Provoked";"USA";"Palmyra Atoll";"M";"N";"Unknown";5335
"2010.12.11";"Winter";"2010";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5344
"2010.12.26";"Winter";"2010";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5346
"2011.03.29.R";"Spring";"2011";"Provoked";"USA";"Texas";"M";"N";"Blacktip Shark";5369
"2011.04.22";"Spring";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5373
"2011.04.26";"Spring";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5375
"2011.05.10";"Spring";"2011";"Provoked";"USA";"Florida";"M";"N";"Sand Tiger Shark";5378
"2011.05.13.a";"Spring";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5379
"2011.05.13.b";"Spring";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5381
"2011.05.22";"Spring";"2011";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";5383
"2011.05.25";"Spring";"2011";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";5384
"2011.05.30";"Spring";"2011";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";5386
"2011.06.06.a";"Summer";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5388
"2011.06.06.b";"Summer";"2011";"Unprovoked";"USA";"California";"M";"N";"Sevengill Shark";5389
"2011.06.12";"Summer";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";5391
"2011.06.21";"Summer";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5396
"2011.06.24";"Summer";"2011";"Unprovoked";"USA";"California";"M";"N";"White Shark";5397
"2011.06.26";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"F";"N";"Bull Shark";5398
"2011.07.07.a";"Summer";"2011";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5404
"2011.07.07.b";"Summer";"2011";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5405
"2011.07.13.b";"Summer";"2011";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5407
"2011.07.19";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5409
"2011.07.25";"Summer";"2011";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";5411
"2011.08.11";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5415
"2011.08.15";"Summer";"2011";"Invalid";"USA";"South Carolina";"M";"N";"Not Shark";5416
"2011.08.16.b";"Summer";"2011";"Unprovoked";"USA";"Puerto Rico";"M";"N";"Unknown";5418
"2011.08.17.c.";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5422
"2011.08.24.a";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5425
"2011.08.24.b";"Summer";"2011";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5426
"2011.08.28.a";"Summer";"2011";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";5428
"2011.08.31";"Summer";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5430
"2011.09.02";"Fall";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5431
"2011.09.11.b";"Fall";"2011";"Unprovoked";"USA";"California";"M";"N";"Unknown";5435
"2011.09.16";"Fall";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5436
"2011.09.20";"Fall";"2011";"Boating";"USA";"Hawaii";"M";"N";"Unknown";5439
"2011.09.24.a";"Fall";"2011";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5440
"2011.09.24.b";"Fall";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5441
"2011.10.01";"Fall";"2011";"Unprovoked";"USA";"Alabama";"M";"N";"Unknown";5445
"2011.10.02";"Fall";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5446
"2011.10.10";"Fall";"2011";"Unprovoked";"USA";"Oregon";"M";"N";"Unknown";5449
"2011.10.11";"Fall";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5450
"2011.10.20";"Fall";"2011";"Unprovoked";"USA";"Oregon";"M";"N";"White Shark";5452
"2011.10.29.";"Fall";"2011";"Unprovoked";"USA";"California";"M";"N";"White Shark";5456
"2011.11.22";"Fall";"2011";"Boating";"USA";"California";"M";"N";"White Shark";5460
"2011.12.06";"Winter";"2011";"Unprovoked";"USA";"Oregon";"F";"N";"Unknown";5465
"2011.12.21.b";"Winter";"2011";"Provoked";"USA";"Hawaii";"M";"N";"Unknown";5470
"2011.12.23";"Winter";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5471
"2011.12.31";"Winter";"2011";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5474
"2012.01.13";"Winter";"2012";"Unprovoked";"USA";"Oregon";"M";"N";"White Shark";5477
"2012.02.26";"Winter";"2012";"Provoked";"USA";"Florida";"M";"N";"Spinner Shark";5487
"2012.03.04";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5490
"2012.03.14.a";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5494
"2012.03.14.b";"Spring";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5495
"2012.03.15";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5496
"2012.03.24";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5499
"2012.04.00";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5501
"2012.04.03";"Spring";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5502
"2012.04.19.b";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5505
"2012.05.06";"Spring";"2012";"Unprovoked";"USA";"California";"F";"N";"White Shark";5506
"2012.05.09";"Spring";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5507
"2012.05.12";"Spring";"2012";"Boating";"USA";"California";"M";"N";"White Shark";5508
"2012.05.20";"Spring";"2012";"Boating";"USA";"Hawaii";"M";"N";"Tiger Shark";5510
"2012.05.23";"Spring";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5511
"2012.05.31";"Spring";"2012";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5513
"2012.06.02.a";"Summer";"2012";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5514
"2012.06.02.b";"Summer";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5515
"2012.06.14.a";"Summer";"2012";"Unprovoked";"USA";"South Carolina";"M";"N";"Blacktip Shark";5519
"2012.06.14.b";"Summer";"2012";"Unprovoked";"USA";"South Carolina";"M";"N";"Blacktip Shark";5520
"2012.06.14.c";"Summer";"2012";"Unprovoked";"USA";"South Carolina";"M";"N";"Not Shark";5521
"2012.06.14.d";"Summer";"2012";"Unprovoked";"USA";"South Carolina";"F";"N";"Blacktip Shark";5522
"2012.06.15";"Summer";"2012";"Provoked";"USA";"Florida";"M";"N";"Nurse Shark";5523
"2012.06.18";"Summer";"2012";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5524
"2012.06.22.a";"Summer";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5527
"2012.06.26.a";"Summer";"2012";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";5529
"2012.06.26.b";"Summer";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5530
"2012.06.26.c";"Summer";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5531
"2012.07.07.a";"Summer";"2012";"Boating";"USA";"California";"M";"N";"Unknown";5534
"2012.07.08";"Summer";"2012";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5537
"2012.07.30.a";"Summer";"2012";"Unprovoked";"USA";"Massachusetts";"M";"N";"Unknown";5543
"2012.07.30.b";"Summer";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5544
"2012.07.31.b";"Summer";"2012";"Unprovoked";"USA";"California";"M";"N";"Unknown";5546
"2012.08.09";"Summer";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Lemon Shark";5549
"2012.08.15";"Summer";"2012";"Unprovoked";"USA";"Alabama";"M";"N";"Unknown";5551
"2012.09.02.a";"Fall";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5555
"2012.09.02.b";"Fall";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5557
"2012.09.04";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5558
"2012.09.06.a";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5559
"2012.09.06.b";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5560
"2012.09.08.a";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5561
"2012.09.08.b";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5562
"2012.09.16";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5565
"2012.09.24";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5566
"2012.09.25";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5567
"2012.10.07";"Fall";"2012";"Unprovoked";"USA";"California";"M";"N";"Unknown";5569
"2012.10.18.a";"Fall";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5572
"2012.10.18.b";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5573
"2012.10.19";"Fall";"2012";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5574
"2012.10.23";"Fall";"2012";"Unprovoked";"USA";"California";"M";"Y";"White Shark";5575
"2012.10.27";"Fall";"2012";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";5576
"2012.10.30";"Fall";"2012";"Unprovoked";"USA";"California";"M";"N";"White Shark";5577
"2012.11.04.a";"Fall";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5578
"2012.11.04.b";"Fall";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5579
"2012.11.19";"Fall";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5580
"2012.11.30";"Fall";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5583
"2012.12.05";"Winter";"2012";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5586
"2012.12.31";"Winter";"2012";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5591
"2013.01.16";"Winter";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5594
"2013.02.21.a";"Winter";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5601
"2013.04.02.a";"Spring";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5614
"2013.04.04";"Spring";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5616
"2013.04.13.b";"Spring";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5619
"2013.04.17";"Spring";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5621
"2013.05.04.a";"Spring";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5625
"2013.05.27.a";"Spring";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5631
"2013.05.27.b";"Spring";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Galapagos Shark";5632
"2013.06.06.b";"Summer";"2013";"Provoked";"USA";"Florida";"M";"N";"Lemon Shark";5634
"2013.06.14.R";"Summer";"2013";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";5635
"2013.06.15";"Summer";"2013";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5636
"2013.06.17";"Summer";"2013";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5638
"2013.06.18";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5639
"2013.06.25.a";"Summer";"2013";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5640
"2013.06.25.b";"Summer";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5641
"2013.06.25.c";"Summer";"2013";"Boating";"USA";"California";"M";"N";"White Shark";5642
"2013.07.11";"Summer";"2013";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5647
"2013.07.17.R";"Summer";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5650
"2013.07.19";"Summer";"2013";"Unprovoked";"USA";"Alabama";"F";"N";"Unknown";5651
"2013.07.29.a";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5655
"2013.07.30";"Summer";"2013";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5658
"2013.07.31";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";5659
"2013.08.05";"Summer";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5660
"2013.08.11";"Summer";"2013";"Unprovoked";"USA";"South Carolina";"M";"N";"Bull Shark";5662
"2013.08.13";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";5663
"2013.08.14";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"F";"Y";"Tiger Shark";5664
"2013.08.17";"Summer";"2013";"Unprovoked";"USA";"California";"F";"N";"White Shark";5665
"2013.08.18";"Summer";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5666
"2013.08.25.b";"Summer";"2013";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5668
"2013.08.31.a";"Summer";"2013";"Unprovoked";"USA";"California";"M";"N";"Salmon shark";5671
"2013.09.01.a";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5673
"2013.09.01.c";"Fall";"2013";"Provoked";"USA";"Florida";"M";"N";"Nurse Shark";5675
"2013.09.02";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5676
"2013.09.07.a";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5677
"2013.09.07.b";"Fall";"2013";"Provoked";"USA";"Florida";"M";"N";"Unknown";5678
"2013.09.12";"Fall";"2013";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5680
"2013.09.14";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5681
"2013.09.21.a";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5682
"2013.09.21.b";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5683
"2013.09.25";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5684
"2013.09.29.b";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5686
"2013.10.05";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5687
"2013.10.05";"Fall";"2013";"Unprovoked";"USA";"California";"M";"N";"White Shark";5688
"2013.10.19";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Nurse Shark";5691
"2013.10.20";"Fall";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5692
"2013.10.23";"Fall";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Whitetip Reef Shark";5693
"2013.10.31";"Fall";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5698
"2013.11.07.a";"Fall";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5699
"2013.11.07.b";"Fall";"2013";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";5700
"2013.11.22";"Fall";"2013";"Unprovoked";"USA";"Oregon";"M";"N";"White Shark";5703
"2013.11.29";"Fall";"2013";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";5705
"2013.12.02";"Winter";"2013";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";5707
"2013.12.10";"Winter";"2013";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5709
"2013.12.11";"Winter";"2013";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5710
"2014.03.02";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5724
"2014.03.21";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5730
"2014.03.22.a";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5731
"2014.04.04.a";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5735
"2014.04.04.b";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5736
"2014.04.15";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5739
"2014.04.22";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5740
"2014.05.01";"Spring";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5742
"2014.05.06";"Spring";"2014";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";5744
"2014.05.11";"Spring";"2014";"Unprovoked";"USA";"Georgia";"M";"N";"Not Shark";5746
"2014.05.13";"Spring";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5747
"2014.05.15";"Spring";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5749
"2014.06.01.a";"Summer";"2014";"Unprovoked";"USA";"Palmyra Atoll";"F";"N";"Blacktip Reef Shark";5753
"2014.06.01.c";"Summer";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Bull Shark";5755
"2014.06.07";"Summer";"2014";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";5756
"2014.06.09.b";"Summer";"2014";"Unprovoked";"USA";"Delaware";"M";"N";"Sand Tiger Shark";5759
"2014.07.03";"Summer";"2014";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5766
"2014.07.05.a";"Summer";"2014";"Unprovoked";"USA";"California";"M";"N";"Unknown";5767
"2014.07.05.b";"Summer";"2014";"Provoked";"USA";"California";"M";"N";"White Shark";5768
"2014.07.09";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5769
"2014.07.12";"Summer";"2014";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5770
"2014.07.14";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5772
"2014.07.16";"Summer";"2014";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5773
"2014.07.21";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5775
"2014.07.27";"Summer";"2014";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5777
"2014.08.02";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5781
"2014.08.02";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5780
"2014.08.05";"Summer";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5782
"2014.08.06";"Summer";"2014";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5783
"2014.08.08";"Summer";"2014";"Unprovoked";"USA";"Louisiana";"M";"N";"Bull Shark";5784
"2014.08.09";"Summer";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5785
"2014.08.10";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5787
"2014.08.12";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5788
"2014.08.25";"Summer";"2014";"Provoked";"USA";"Florida";"M";"N";"Bull Shark";5791
"2014.08.27.a";"Summer";"2014";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";5792
"2014.08.27.b";"Summer";"2014";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5793
"2014.08.28";"Summer";"2014";"Provoked";"USA";"Maryland";"M";"N";"Unknown";5795
"2014.08.29.b";"Summer";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5797
"2014.08.31";"Summer";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Spinner Shark";5798
"2014.09.02";"Fall";"2014";"Provoked";"USA";"Florida";"M";"N";"Unknown";5800
"2014.09.03";"Fall";"2014";"Boating";"USA";"Massachusetts";"F";"N";"White Shark";5801
"2014.09.06";"Fall";"2014";"Unprovoked";"USA";"Alabama";"M";"N";"Bull Shark";5802
"2014.09.21";"Fall";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5806
"2014.10.02.b";"Fall";"2014";"Unprovoked";"USA";"California";"M";"N";"Unknown";5808
"2014.10.03.a";"Fall";"2014";"Boating";"USA";"California";"M";"N";"White Shark";5809
"2014.10.03.b";"Fall";"2014";"Boating";"USA";"California";"M";"N";"White Shark";5810
